CUSTKEY,CUSTNAME,CUSTPHONE,SEGMENT,NATIONKEY_CUS,NATION_CUS,NATIONCOMMENT_CUS,ORDERDATE,SUPPKEY,SUPPNAME,SUPPADDRESS,NATIONKEY_SUPP,NATION_SUPP,NATIONCOMMENT_SUPP,QUANTITY,DISCOUNT
82,Customer#000000082,28-159-442-5305,AUTOMOBILE,18,CHINA,c dependencies. furiously express notornis sleep slyly regular accounts. ideas sleep. depos,20/09/1996,8,Supplier#000000008,9Sq4bBH2FQEmaFOocY45sRTxo6yuoG,17,PERU,platelets. blithely pending dependencies use fluffily across the even pinto beans. carefully silent accoun,26,0.08
82,Customer#000000082,28-159-442-5305,AUTOMOBILE,18,CHINA,c dependencies. furiously express notornis sleep slyly regular accounts. ideas sleep. depos,20/09/1996,8,Supplier#000000008,9Sq4bBH2FQEmaFOocY45sRTxo6yuoG,17,PERU,platelets. blithely pending dependencies use fluffily across the even pinto beans. carefully silent accoun,26,0.08
58,Customer#000000058,23-244-493-2508,HOUSEHOLD,13,JORDAN,ic deposits are blithely about the carefully regular pa,19/12/1996,5,Supplier#000000005,Gcdm2rJRzl5qlTVzc,11,IRAQ,nic deposits boost atop the quickly final requests? quickly regula,4,0.09
58,Customer#000000058,23-244-493-2508,HOUSEHOLD,13,JORDAN,ic deposits are blithely about the carefully regular pa,19/12/1996,5,Supplier#000000005,Gcdm2rJRzl5qlTVzc,11,IRAQ,nic deposits boost atop the quickly final requests? quickly regula,4,0.09
37,Customer#000000037,18-385-235-7162,FURNITURE,8,INDIA,ss excuses cajole slyly across the packages. deposits print aroun,02/01/1996,8,Supplier#000000008,9Sq4bBH2FQEmaFOocY45sRTxo6yuoG,17,PERU,platelets. blithely pending dependencies use fluffily across the even pinto beans. carefully silent accoun,24,0.1
56,Customer#000000056,20-895-685-6920,FURNITURE,10,IRAN,efully alongside of the slyly final dependencies. ,21/02/1992,6,Supplier#000000006,tQxuVm7s7CnK,14,KENYA," pending excuses haggle furiously deposits. pending, express pinto beans wake fluffily past t",37,0.08
94,Customer#000000094,19-953-499-8833,HOUSEHOLD,9,INDONESIA, slyly express asymptotes. regular deposits haggle slyly. carefully ironic hockey players sleep blithely. carefull,08/06/1994,8,Supplier#000000008,9Sq4bBH2FQEmaFOocY45sRTxo6yuoG,17,PERU,platelets. blithely pending dependencies use fluffily across the even pinto beans. carefully silent accoun,50,0.02
61,Customer#000000061,27-626-559-8599,FURNITURE,17,PERU,platelets. blithely pending dependencies use fluffily across the even pinto beans. carefully silent accoun,21/10/1995,3,Supplier#000000003,"q1,G3Pj6OjIuUYfUoH18BFTKP5aU9bEV3",1,ARGENTINA,al foxes promise slyly according to the regular accounts. bold requests alon,21,0
1,Customer#000000001,25-989-741-2988,BUILDING,15,MOROCCO,rns. blithely bold courts among the closely regular packages use furiously bold platelets?,21/10/1992,6,Supplier#000000006,tQxuVm7s7CnK,14,KENYA," pending excuses haggle furiously deposits. pending, express pinto beans wake fluffily past t",24,0.05
1,Customer#000000001,25-989-741-2988,BUILDING,15,MOROCCO,rns. blithely bold courts among the closely regular packages use furiously bold platelets?,21/10/1992,6,Supplier#000000006,tQxuVm7s7CnK,14,KENYA," pending excuses haggle furiously deposits. pending, express pinto beans wake fluffily past t",24,0.05
28,Customer#000000028,18-774-241-1462,FURNITURE,8,INDIA,ss excuses cajole slyly across the packages. deposits print aroun,30/01/1993,1,Supplier#000000001," N kD4on9OM Ipw3,gf0JBoQDd7tgrzrddZ",17,PERU,platelets. blithely pending dependencies use fluffily across the even pinto beans. carefully silent accoun,64,0.035
83,Customer#000000083,32-817-154-4122,BUILDING,22,RUSSIA, requests against the platelets use never according to the quickly regular pint,25/11/1997,8,Supplier#000000008,9Sq4bBH2FQEmaFOocY45sRTxo6yuoG,17,PERU,platelets. blithely pending dependencies use fluffily across the even pinto beans. carefully silent accoun,15,0.09
80,Customer#000000080,10-267-172-7101,FURNITURE,0,ALGERIA, haggle. carefully final deposits detect slyly agai,08/08/1993,5,Supplier#000000005,Gcdm2rJRzl5qlTVzc,11,IRAQ,nic deposits boost atop the quickly final requests? quickly regula,9,0.06
76,Customer#000000076,10-349-718-3044,FURNITURE,0,ALGERIA, haggle. carefully final deposits detect slyly agai,20/05/1994,1,Supplier#000000001," N kD4on9OM Ipw3,gf0JBoQDd7tgrzrddZ",17,PERU,platelets. blithely pending dependencies use fluffily across the even pinto beans. carefully silent accoun,31,0.015
76,Customer#000000076,10-349-718-3044,FURNITURE,0,ALGERIA, haggle. carefully final deposits detect slyly agai,20/05/1994,1,Supplier#000000001," N kD4on9OM Ipw3,gf0JBoQDd7tgrzrddZ",17,PERU,platelets. blithely pending dependencies use fluffily across the even pinto beans. carefully silent accoun,31,0.015
76,Customer#000000076,10-349-718-3044,FURNITURE,0,ALGERIA, haggle. carefully final deposits detect slyly agai,20/05/1994,8,Supplier#000000008,9Sq4bBH2FQEmaFOocY45sRTxo6yuoG,17,PERU,platelets. blithely pending dependencies use fluffily across the even pinto beans. carefully silent accoun,46,0.01
76,Customer#000000076,10-349-718-3044,FURNITURE,0,ALGERIA, haggle. carefully final deposits detect slyly agai,20/05/1994,8,Supplier#000000008,9Sq4bBH2FQEmaFOocY45sRTxo6yuoG,17,PERU,platelets. blithely pending dependencies use fluffily across the even pinto beans. carefully silent accoun,46,0.01
28,Customer#000000028,18-774-241-1462,FURNITURE,8,INDIA,ss excuses cajole slyly across the packages. deposits print aroun,03/12/1992,4,Supplier#000000004,Bk7ah4CK8SYQTepEmvMkkgMwg,15,MOROCCO,rns. blithely bold courts among the closely regular packages use furiously bold platelets?,55,0.02
89,Customer#000000089,24-394-451-5404,FURNITURE,14,KENYA," pending excuses haggle furiously deposits. pending, express pinto beans wake fluffily past t",27/12/1993,1,Supplier#000000001," N kD4on9OM Ipw3,gf0JBoQDd7tgrzrddZ",17,PERU,platelets. blithely pending dependencies use fluffily across the even pinto beans. carefully silent accoun,73,0.1
70,Customer#000000070,32-828-107-2832,FURNITURE,22,RUSSIA, requests against the platelets use never according to the quickly regular pint,18/06/1994,1,Supplier#000000001," N kD4on9OM Ipw3,gf0JBoQDd7tgrzrddZ",17,PERU,platelets. blithely pending dependencies use fluffily across the even pinto beans. carefully silent accoun,35,0
70,Customer#000000070,32-828-107-2832,FURNITURE,22,RUSSIA, requests against the platelets use never according to the quickly regular pint,18/06/1994,1,Supplier#000000001," N kD4on9OM Ipw3,gf0JBoQDd7tgrzrddZ",17,PERU,platelets. blithely pending dependencies use fluffily across the even pinto beans. carefully silent accoun,35,0
70,Customer#000000070,32-828-107-2832,FURNITURE,22,RUSSIA, requests against the platelets use never according to the quickly regular pint,18/06/1994,1,Supplier#000000001," N kD4on9OM Ipw3,gf0JBoQDd7tgrzrddZ",17,PERU,platelets. blithely pending dependencies use fluffily across the even pinto beans. carefully silent accoun,35,0
64,Customer#000000064,13-558-731-7204,BUILDING,3,CANADA,"eas hang ironic, silent packages. slyly regular packages are furiously over the tithes. fluffily bold",03/08/1996,5,Supplier#000000005,Gcdm2rJRzl5qlTVzc,11,IRAQ,nic deposits boost atop the quickly final requests? quickly regula,20,0.1
64,Customer#000000064,13-558-731-7204,BUILDING,3,CANADA,"eas hang ironic, silent packages. slyly regular packages are furiously over the tithes. fluffily bold",03/08/1996,5,Supplier#000000005,Gcdm2rJRzl5qlTVzc,11,IRAQ,nic deposits boost atop the quickly final requests? quickly regula,20,0.1
64,Customer#000000064,13-558-731-7204,BUILDING,3,CANADA,"eas hang ironic, silent packages. slyly regular packages are furiously over the tithes. fluffily bold",03/08/1996,5,Supplier#000000005,Gcdm2rJRzl5qlTVzc,11,IRAQ,nic deposits boost atop the quickly final requests? quickly regula,20,0.1
31,Customer#000000031,33-197-837-7094,HOUSEHOLD,23,UNITED KINGDOM,eans boost carefully special requests. accounts are. carefull,22/11/1993,1,Supplier#000000001," N kD4on9OM Ipw3,gf0JBoQDd7tgrzrddZ",17,PERU,platelets. blithely pending dependencies use fluffily across the even pinto beans. carefully silent accoun,41,0.08
31,Customer#000000031,33-197-837-7094,HOUSEHOLD,23,UNITED KINGDOM,eans boost carefully special requests. accounts are. carefull,22/11/1993,1,Supplier#000000001," N kD4on9OM Ipw3,gf0JBoQDd7tgrzrddZ",17,PERU,platelets. blithely pending dependencies use fluffily across the even pinto beans. carefully silent accoun,41,0.08
31,Customer#000000031,33-197-837-7094,HOUSEHOLD,23,UNITED KINGDOM,eans boost carefully special requests. accounts are. carefull,22/11/1993,1,Supplier#000000001," N kD4on9OM Ipw3,gf0JBoQDd7tgrzrddZ",17,PERU,platelets. blithely pending dependencies use fluffily across the even pinto beans. carefully silent accoun,41,0.08
31,Customer#000000031,33-197-837-7094,HOUSEHOLD,23,UNITED KINGDOM,eans boost carefully special requests. accounts are. carefull,22/11/1993,1,Supplier#000000001," N kD4on9OM Ipw3,gf0JBoQDd7tgrzrddZ",17,PERU,platelets. blithely pending dependencies use fluffily across the even pinto beans. carefully silent accoun,41,0.08
5,Customer#000000005,13-750-942-6364,HOUSEHOLD,3,CANADA,"eas hang ironic, silent packages. slyly regular packages are furiously over the tithes. fluffily bold",23/04/1997,4,Supplier#000000004,Bk7ah4CK8SYQTepEmvMkkgMwg,15,MOROCCO,rns. blithely bold courts among the closely regular packages use furiously bold platelets?,90,0.08
5,Customer#000000005,13-750-942-6364,HOUSEHOLD,3,CANADA,"eas hang ironic, silent packages. slyly regular packages are furiously over the tithes. fluffily bold",23/04/1997,4,Supplier#000000004,Bk7ah4CK8SYQTepEmvMkkgMwg,15,MOROCCO,rns. blithely bold courts among the closely regular packages use furiously bold platelets?,90,0.08
5,Customer#000000005,13-750-942-6364,HOUSEHOLD,3,CANADA,"eas hang ironic, silent packages. slyly regular packages are furiously over the tithes. fluffily bold",23/04/1997,4,Supplier#000000004,Bk7ah4CK8SYQTepEmvMkkgMwg,15,MOROCCO,rns. blithely bold courts among the closely regular packages use furiously bold platelets?,90,0.08
64,Customer#000000064,13-558-731-7204,BUILDING,3,CANADA,"eas hang ironic, silent packages. slyly regular packages are furiously over the tithes. fluffily bold",01/01/1997,5,Supplier#000000005,Gcdm2rJRzl5qlTVzc,11,IRAQ,nic deposits boost atop the quickly final requests? quickly regula,49,0.03
58,Customer#000000058,23-244-493-2508,HOUSEHOLD,13,JORDAN,ic deposits are blithely about the carefully regular pa,07/04/1994,5,Supplier#000000005,Gcdm2rJRzl5qlTVzc,11,IRAQ,nic deposits boost atop the quickly final requests? quickly regula,17,0.06
143,Customer#000000143,26-314-406-7725,MACHINERY,16,MOZAMBIQUE,"s. ironic, unusual asymptotes wake blithely r",14/11/1996,10,Supplier#000000010,Saygah3gYWMp72i PY,24,UNITED STATES,y final packages. slow foxes cajole quickly. quickly silent platelets breach ironic accounts. unusual pinto be,9,0.07
143,Customer#000000143,26-314-406-7725,MACHINERY,16,MOZAMBIQUE,"s. ironic, unusual asymptotes wake blithely r",14/11/1996,1,Supplier#000000001," N kD4on9OM Ipw3,gf0JBoQDd7tgrzrddZ",17,PERU,platelets. blithely pending dependencies use fluffily across the even pinto beans. carefully silent accoun,35,0.08
101,Customer#000000101,12-514-298-3699,MACHINERY,2,BRAZIL,y alongside of the pending deposits. carefully special packages are about the ironic forges. slyly special ,27/05/1997,3,Supplier#000000003,"q1,G3Pj6OjIuUYfUoH18BFTKP5aU9bEV3",1,ARGENTINA,al foxes promise slyly according to the regular accounts. bold requests alon,42,0.01
31,Customer#000000031,33-197-837-7094,HOUSEHOLD,23,UNITED KINGDOM,eans boost carefully special requests. accounts are. carefull,10/10/1995,5,Supplier#000000005,Gcdm2rJRzl5qlTVzc,11,IRAQ,nic deposits boost atop the quickly final requests? quickly regula,38,0.06
146,Customer#000000146,13-835-723-3223,FURNITURE,3,CANADA,"eas hang ironic, silent packages. slyly regular packages are furiously over the tithes. fluffily bold",13/11/1995,8,Supplier#000000008,9Sq4bBH2FQEmaFOocY45sRTxo6yuoG,17,PERU,platelets. blithely pending dependencies use fluffily across the even pinto beans. carefully silent accoun,42,0.05
26,Customer#000000026,32-363-455-4837,AUTOMOBILE,22,RUSSIA, requests against the platelets use never according to the quickly regular pint,04/04/1993,4,Supplier#000000004,Bk7ah4CK8SYQTepEmvMkkgMwg,15,MOROCCO,rns. blithely bold courts among the closely regular packages use furiously bold platelets?,32,0.05
26,Customer#000000026,32-363-455-4837,AUTOMOBILE,22,RUSSIA, requests against the platelets use never according to the quickly regular pint,04/04/1993,4,Supplier#000000004,Bk7ah4CK8SYQTepEmvMkkgMwg,15,MOROCCO,rns. blithely bold courts among the closely regular packages use furiously bold platelets?,32,0.05
26,Customer#000000026,32-363-455-4837,AUTOMOBILE,22,RUSSIA, requests against the platelets use never according to the quickly regular pint,04/04/1993,4,Supplier#000000004,Bk7ah4CK8SYQTepEmvMkkgMwg,15,MOROCCO,rns. blithely bold courts among the closely regular packages use furiously bold platelets?,32,0.05
26,Customer#000000026,32-363-455-4837,AUTOMOBILE,22,RUSSIA, requests against the platelets use never according to the quickly regular pint,04/04/1993,4,Supplier#000000004,Bk7ah4CK8SYQTepEmvMkkgMwg,15,MOROCCO,rns. blithely bold courts among the closely regular packages use furiously bold platelets?,32,0.05
122,Customer#000000122,13-702-694-4520,HOUSEHOLD,3,CANADA,"eas hang ironic, silent packages. slyly regular packages are furiously over the tithes. fluffily bold",15/10/1997,6,Supplier#000000006,tQxuVm7s7CnK,14,KENYA," pending excuses haggle furiously deposits. pending, express pinto beans wake fluffily past t",17,0.09
56,Customer#000000056,20-895-685-6920,FURNITURE,10,IRAN,efully alongside of the slyly final dependencies. ,03/12/1996,1,Supplier#000000001," N kD4on9OM Ipw3,gf0JBoQDd7tgrzrddZ",17,PERU,platelets. blithely pending dependencies use fluffily across the even pinto beans. carefully silent accoun,16,0.03
22,Customer#000000022,13-806-545-9701,MACHINERY,3,CANADA,"eas hang ironic, silent packages. slyly regular packages are furiously over the tithes. fluffily bold",13/06/1998,1,Supplier#000000001," N kD4on9OM Ipw3,gf0JBoQDd7tgrzrddZ",17,PERU,platelets. blithely pending dependencies use fluffily across the even pinto beans. carefully silent accoun,4,0.03
22,Customer#000000022,13-806-545-9701,MACHINERY,3,CANADA,"eas hang ironic, silent packages. slyly regular packages are furiously over the tithes. fluffily bold",13/06/1998,5,Supplier#000000005,Gcdm2rJRzl5qlTVzc,11,IRAQ,nic deposits boost atop the quickly final requests? quickly regula,18,0.04
127,Customer#000000127,31-101-672-2951,MACHINERY,21,VIETNAM,"hely enticingly express accounts. even, final ",06/03/1994,3,Supplier#000000003,"q1,G3Pj6OjIuUYfUoH18BFTKP5aU9bEV3",1,ARGENTINA,al foxes promise slyly according to the regular accounts. bold requests alon,37,0.01
127,Customer#000000127,31-101-672-2951,MACHINERY,21,VIETNAM,"hely enticingly express accounts. even, final ",06/03/1994,3,Supplier#000000003,"q1,G3Pj6OjIuUYfUoH18BFTKP5aU9bEV3",1,ARGENTINA,al foxes promise slyly according to the regular accounts. bold requests alon,37,0.01
125,Customer#000000125,29-261-996-3120,FURNITURE,19,ROMANIA,ular asymptotes are about the furious multipliers. express dependencies nag above the ironically ironic account,11/01/1997,10,Supplier#000000010,Saygah3gYWMp72i PY,24,UNITED STATES,y final packages. slow foxes cajole quickly. quickly silent platelets breach ironic accounts. unusual pinto be,40,0.04
64,Customer#000000064,13-558-731-7204,BUILDING,3,CANADA,"eas hang ironic, silent packages. slyly regular packages are furiously over the tithes. fluffily bold",14/07/1992,4,Supplier#000000004,Bk7ah4CK8SYQTepEmvMkkgMwg,15,MOROCCO,rns. blithely bold courts among the closely regular packages use furiously bold platelets?,20,0.02
143,Customer#000000143,26-314-406-7725,MACHINERY,16,MOZAMBIQUE,"s. ironic, unusual asymptotes wake blithely r",25/12/1997,5,Supplier#000000005,Gcdm2rJRzl5qlTVzc,11,IRAQ,nic deposits boost atop the quickly final requests? quickly regula,47,0.06
25,Customer#000000025,22-603-468-3533,FURNITURE,12,JAPAN,"ously. final, express gifts cajole a",25/05/1994,8,Supplier#000000008,9Sq4bBH2FQEmaFOocY45sRTxo6yuoG,17,PERU,platelets. blithely pending dependencies use fluffily across the even pinto beans. carefully silent accoun,6,0.09
8,Customer#000000008,27-147-574-9335,BUILDING,17,PERU,platelets. blithely pending dependencies use fluffily across the even pinto beans. carefully silent accoun,26/06/1998,1,Supplier#000000001," N kD4on9OM Ipw3,gf0JBoQDd7tgrzrddZ",17,PERU,platelets. blithely pending dependencies use fluffily across the even pinto beans. carefully silent accoun,9,0.08
131,Customer#000000131,21-840-210-3572,HOUSEHOLD,11,IRAQ,nic deposits boost atop the quickly final requests? quickly regula,03/10/1993,3,Supplier#000000003,"q1,G3Pj6OjIuUYfUoH18BFTKP5aU9bEV3",1,ARGENTINA,al foxes promise slyly according to the regular accounts. bold requests alon,20,0.1
122,Customer#000000122,13-702-694-4520,HOUSEHOLD,3,CANADA,"eas hang ironic, silent packages. slyly regular packages are furiously over the tithes. fluffily bold",16/02/1995,3,Supplier#000000003,"q1,G3Pj6OjIuUYfUoH18BFTKP5aU9bEV3",1,ARGENTINA,al foxes promise slyly according to the regular accounts. bold requests alon,33,0.06
103,Customer#000000103,19-216-107-2107,BUILDING,9,INDONESIA, slyly express asymptotes. regular deposits haggle slyly. carefully ironic hockey players sleep blithely. carefull,17/06/1996,4,Supplier#000000004,Bk7ah4CK8SYQTepEmvMkkgMwg,15,MOROCCO,rns. blithely bold courts among the closely regular packages use furiously bold platelets?,41,0.02
142,Customer#000000142,19-407-425-2584,AUTOMOBILE,9,INDONESIA, slyly express asymptotes. regular deposits haggle slyly. carefully ironic hockey players sleep blithely. carefull,04/05/1995,3,Supplier#000000003,"q1,G3Pj6OjIuUYfUoH18BFTKP5aU9bEV3",1,ARGENTINA,al foxes promise slyly according to the regular accounts. bold requests alon,28,0.03
95,Customer#000000095,25-923-255-2929,MACHINERY,15,MOROCCO,rns. blithely bold courts among the closely regular packages use furiously bold platelets?,21/05/1994,3,Supplier#000000003,"q1,G3Pj6OjIuUYfUoH18BFTKP5aU9bEV3",1,ARGENTINA,al foxes promise slyly according to the regular accounts. bold requests alon,45,0.03
95,Customer#000000095,25-923-255-2929,MACHINERY,15,MOROCCO,rns. blithely bold courts among the closely regular packages use furiously bold platelets?,21/05/1994,3,Supplier#000000003,"q1,G3Pj6OjIuUYfUoH18BFTKP5aU9bEV3",1,ARGENTINA,al foxes promise slyly according to the regular accounts. bold requests alon,45,0.03
95,Customer#000000095,25-923-255-2929,MACHINERY,15,MOROCCO,rns. blithely bold courts among the closely regular packages use furiously bold platelets?,21/05/1994,3,Supplier#000000003,"q1,G3Pj6OjIuUYfUoH18BFTKP5aU9bEV3",1,ARGENTINA,al foxes promise slyly according to the regular accounts. bold requests alon,45,0.03
95,Customer#000000095,25-923-255-2929,MACHINERY,15,MOROCCO,rns. blithely bold courts among the closely regular packages use furiously bold platelets?,21/05/1994,6,Supplier#000000006,tQxuVm7s7CnK,14,KENYA," pending excuses haggle furiously deposits. pending, express pinto beans wake fluffily past t",15,0.07
95,Customer#000000095,25-923-255-2929,MACHINERY,15,MOROCCO,rns. blithely bold courts among the closely regular packages use furiously bold platelets?,21/05/1994,6,Supplier#000000006,tQxuVm7s7CnK,14,KENYA," pending excuses haggle furiously deposits. pending, express pinto beans wake fluffily past t",15,0.07
95,Customer#000000095,25-923-255-2929,MACHINERY,15,MOROCCO,rns. blithely bold courts among the closely regular packages use furiously bold platelets?,21/05/1994,6,Supplier#000000006,tQxuVm7s7CnK,14,KENYA," pending excuses haggle furiously deposits. pending, express pinto beans wake fluffily past t",15,0.07
37,Customer#000000037,18-385-235-7162,FURNITURE,8,INDIA,ss excuses cajole slyly across the packages. deposits print aroun,15/08/1996,6,Supplier#000000006,tQxuVm7s7CnK,14,KENYA," pending excuses haggle furiously deposits. pending, express pinto beans wake fluffily past t",32,0.05
37,Customer#000000037,18-385-235-7162,FURNITURE,8,INDIA,ss excuses cajole slyly across the packages. deposits print aroun,15/08/1996,6,Supplier#000000006,tQxuVm7s7CnK,14,KENYA," pending excuses haggle furiously deposits. pending, express pinto beans wake fluffily past t",32,0.05
28,Customer#000000028,18-774-241-1462,FURNITURE,8,INDIA,ss excuses cajole slyly across the packages. deposits print aroun,10/03/1992,6,Supplier#000000006,tQxuVm7s7CnK,14,KENYA," pending excuses haggle furiously deposits. pending, express pinto beans wake fluffily past t",106,0.065
28,Customer#000000028,18-774-241-1462,FURNITURE,8,INDIA,ss excuses cajole slyly across the packages. deposits print aroun,10/03/1992,6,Supplier#000000006,tQxuVm7s7CnK,14,KENYA," pending excuses haggle furiously deposits. pending, express pinto beans wake fluffily past t",106,0.065
80,Customer#000000080,10-267-172-7101,FURNITURE,0,ALGERIA, haggle. carefully final deposits detect slyly agai,08/04/1994,10,Supplier#000000010,Saygah3gYWMp72i PY,24,UNITED STATES,y final packages. slow foxes cajole quickly. quickly silent platelets breach ironic accounts. unusual pinto be,3,0.03
80,Customer#000000080,10-267-172-7101,FURNITURE,0,ALGERIA, haggle. carefully final deposits detect slyly agai,08/04/1994,10,Supplier#000000010,Saygah3gYWMp72i PY,24,UNITED STATES,y final packages. slow foxes cajole quickly. quickly silent platelets breach ironic accounts. unusual pinto be,3,0.03
118,Customer#000000118,28-639-943-7051,AUTOMOBILE,18,CHINA,c dependencies. furiously express notornis sleep slyly regular accounts. ideas sleep. depos,03/10/1996,1,Supplier#000000001," N kD4on9OM Ipw3,gf0JBoQDd7tgrzrddZ",17,PERU,platelets. blithely pending dependencies use fluffily across the even pinto beans. carefully silent accoun,38,0.01
139,Customer#000000139,19-140-352-1403,MACHINERY,9,INDONESIA, slyly express asymptotes. regular deposits haggle slyly. carefully ironic hockey players sleep blithely. carefull,25/12/1993,3,Supplier#000000003,"q1,G3Pj6OjIuUYfUoH18BFTKP5aU9bEV3",1,ARGENTINA,al foxes promise slyly according to the regular accounts. bold requests alon,38,0.03
139,Customer#000000139,19-140-352-1403,MACHINERY,9,INDONESIA, slyly express asymptotes. regular deposits haggle slyly. carefully ironic hockey players sleep blithely. carefull,25/12/1993,6,Supplier#000000006,tQxuVm7s7CnK,14,KENYA," pending excuses haggle furiously deposits. pending, express pinto beans wake fluffily past t",9,0
8,Customer#000000008,27-147-574-9335,BUILDING,17,PERU,platelets. blithely pending dependencies use fluffily across the even pinto beans. carefully silent accoun,17/07/1994,10,Supplier#000000010,Saygah3gYWMp72i PY,24,UNITED STATES,y final packages. slow foxes cajole quickly. quickly silent platelets breach ironic accounts. unusual pinto be,27,0.03
139,Customer#000000139,19-140-352-1403,MACHINERY,9,INDONESIA, slyly express asymptotes. regular deposits haggle slyly. carefully ironic hockey players sleep blithely. carefull,07/07/1996,4,Supplier#000000004,Bk7ah4CK8SYQTepEmvMkkgMwg,15,MOROCCO,rns. blithely bold courts among the closely regular packages use furiously bold platelets?,10,0.09
139,Customer#000000139,19-140-352-1403,MACHINERY,9,INDONESIA, slyly express asymptotes. regular deposits haggle slyly. carefully ironic hockey players sleep blithely. carefull,07/07/1996,4,Supplier#000000004,Bk7ah4CK8SYQTepEmvMkkgMwg,15,MOROCCO,rns. blithely bold courts among the closely regular packages use furiously bold platelets?,10,0.09
139,Customer#000000139,19-140-352-1403,MACHINERY,9,INDONESIA, slyly express asymptotes. regular deposits haggle slyly. carefully ironic hockey players sleep blithely. carefull,07/07/1996,4,Supplier#000000004,Bk7ah4CK8SYQTepEmvMkkgMwg,15,MOROCCO,rns. blithely bold courts among the closely regular packages use furiously bold platelets?,10,0.09
89,Customer#000000089,24-394-451-5404,FURNITURE,14,KENYA," pending excuses haggle furiously deposits. pending, express pinto beans wake fluffily past t",08/08/1995,1,Supplier#000000001," N kD4on9OM Ipw3,gf0JBoQDd7tgrzrddZ",17,PERU,platelets. blithely pending dependencies use fluffily across the even pinto beans. carefully silent accoun,40,0.01
89,Customer#000000089,24-394-451-5404,FURNITURE,14,KENYA," pending excuses haggle furiously deposits. pending, express pinto beans wake fluffily past t",08/08/1995,1,Supplier#000000001," N kD4on9OM Ipw3,gf0JBoQDd7tgrzrddZ",17,PERU,platelets. blithely pending dependencies use fluffily across the even pinto beans. carefully silent accoun,40,0.01
148,Customer#000000148,21-562-498-6636,HOUSEHOLD,11,IRAQ,nic deposits boost atop the quickly final requests? quickly regula,12/10/1997,3,Supplier#000000003,"q1,G3Pj6OjIuUYfUoH18BFTKP5aU9bEV3",1,ARGENTINA,al foxes promise slyly according to the regular accounts. bold requests alon,20,0.095
148,Customer#000000148,21-562-498-6636,HOUSEHOLD,11,IRAQ,nic deposits boost atop the quickly final requests? quickly regula,12/10/1997,3,Supplier#000000003,"q1,G3Pj6OjIuUYfUoH18BFTKP5aU9bEV3",1,ARGENTINA,al foxes promise slyly according to the regular accounts. bold requests alon,20,0.095
148,Customer#000000148,21-562-498-6636,HOUSEHOLD,11,IRAQ,nic deposits boost atop the quickly final requests? quickly regula,12/10/1997,3,Supplier#000000003,"q1,G3Pj6OjIuUYfUoH18BFTKP5aU9bEV3",1,ARGENTINA,al foxes promise slyly according to the regular accounts. bold requests alon,20,0.095
148,Customer#000000148,21-562-498-6636,HOUSEHOLD,11,IRAQ,nic deposits boost atop the quickly final requests? quickly regula,12/10/1997,6,Supplier#000000006,tQxuVm7s7CnK,14,KENYA," pending excuses haggle furiously deposits. pending, express pinto beans wake fluffily past t",10,0.09
148,Customer#000000148,21-562-498-6636,HOUSEHOLD,11,IRAQ,nic deposits boost atop the quickly final requests? quickly regula,12/10/1997,6,Supplier#000000006,tQxuVm7s7CnK,14,KENYA," pending excuses haggle furiously deposits. pending, express pinto beans wake fluffily past t",10,0.09
148,Customer#000000148,21-562-498-6636,HOUSEHOLD,11,IRAQ,nic deposits boost atop the quickly final requests? quickly regula,12/10/1997,6,Supplier#000000006,tQxuVm7s7CnK,14,KENYA," pending excuses haggle furiously deposits. pending, express pinto beans wake fluffily past t",10,0.09
23,Customer#000000023,13-312-472-8245,HOUSEHOLD,3,CANADA,"eas hang ironic, silent packages. slyly regular packages are furiously over the tithes. fluffily bold",21/07/1992,6,Supplier#000000006,tQxuVm7s7CnK,14,KENYA," pending excuses haggle furiously deposits. pending, express pinto beans wake fluffily past t",34,0.1
142,Customer#000000142,19-407-425-2584,AUTOMOBILE,9,INDONESIA, slyly express asymptotes. regular deposits haggle slyly. carefully ironic hockey players sleep blithely. carefull,20/01/1998,1,Supplier#000000001," N kD4on9OM Ipw3,gf0JBoQDd7tgrzrddZ",17,PERU,platelets. blithely pending dependencies use fluffily across the even pinto beans. carefully silent accoun,48,0.01
100,Customer#000000100,30-749-445-4907,FURNITURE,20,SAUDI ARABIA,ts. silent requests haggle. closely express packages sleep across the blithely,31/01/1994,1,Supplier#000000001," N kD4on9OM Ipw3,gf0JBoQDd7tgrzrddZ",17,PERU,platelets. blithely pending dependencies use fluffily across the even pinto beans. carefully silent accoun,29,0.1
59,Customer#000000059,11-355-584-3112,MACHINERY,1,ARGENTINA,al foxes promise slyly according to the regular accounts. bold requests alon,04/04/1993,6,Supplier#000000006,tQxuVm7s7CnK,14,KENYA," pending excuses haggle furiously deposits. pending, express pinto beans wake fluffily past t",13,0.1
59,Customer#000000059,11-355-584-3112,MACHINERY,1,ARGENTINA,al foxes promise slyly according to the regular accounts. bold requests alon,04/04/1993,6,Supplier#000000006,tQxuVm7s7CnK,14,KENYA," pending excuses haggle furiously deposits. pending, express pinto beans wake fluffily past t",13,0.1
59,Customer#000000059,11-355-584-3112,MACHINERY,1,ARGENTINA,al foxes promise slyly according to the regular accounts. bold requests alon,04/04/1993,6,Supplier#000000006,tQxuVm7s7CnK,14,KENYA," pending excuses haggle furiously deposits. pending, express pinto beans wake fluffily past t",13,0.1
